Latitude,Longitude,Magnitude
37.661666700000005,-118.87333329999998,0.62
5.814,61.2712,5.4
36.6926,-116.3222,0.02
36.6912,-116.3165,0.21
38.8001671,-122.79900359999999,0.8
64.9998,-147.2718,1.2
37.661333299999995,-118.87333329999998,1.03
39.5335,-120.6024,0.78
38.8440018,-122.82716370000001,0.43
51.4745,-176.3264,2.5
38.9083328,-122.99466709999999,1.4
36.5797,-97.7996,2.7
37.5915,-118.80816670000002,0.64
60.183,-153.3546,2.8
61.1102,-147.4616,1.5
37.5921667,-118.80516670000002,0.72
65.1967,-148.9919,0.7
60.1931,-141.5631,1.6
60.03,-153.2671,2.4
64.7676,-148.0313,0.7
32.4046667,-115.4885,1.78
35.6867,-97.3812,2.5
38.822834,-122.8006668,0.51
8.2459,-104.15100000000001,5.1
63.2059,-151.9408,0.7
19.0611,-67.6331,2.9
18.6615,-66.7092,2.3
1.9875,126.5861,4.8
60.1899,-141.3344,1.0
61.5795,-146.2176,1.4
44.8038,-111.6603,1.2
2.0769,126.727,4.5
60.7097,-152.5067,1.4
19.4787,-155.5893,1.2
19.48,-155.6,0.4
1.8312,126.4705,4.6
38.8413315,-122.82700349999999,0.43
38.8383331,-122.84116359999999,0.43
37.6453333,-118.93066670000002,0.4
34.4631667,-117.96333329999999,1.2
62.8949,-148.6867,0.8
61.4553,-151.9663,1.6
38.7591667,-122.7283325,1.51
61.4587,-152.0443,1.0
37.665833299999996,-118.87233329999998,0.4
34.045333299999996,-116.4285,1.33
1.9336,126.6159,4.3
59.9774,-139.5504,1.5
44.0468,-121.8347,1.0
-38.1901,-93.8572,4.6
59.9201,-139.6953,1.4
44.5272,-122.8315,0.9
37.6513333,-119.41883329999999,1.65
35.8173,-97.4303,3.0
44.0222,-121.85,1.3
39.4467,143.952,4.4
34.1091667,-117.47483329999999,1.14
64.53699999999999,-17.7217,4.6
61.1368,-147.5121,1.7
59.8498,-151.5474,1.7
39.0337,-118.3995,1.73
61.6774,-146.7367,1.8
56.4911,-156.3358,1.9
61.5082,-146.6601,1.3
61.523999999999994,-141.0066,1.0
60.0158,-139.4707,1.5
-30.2348,-177.3238,4.9
1.9319,126.4881,4.4
41.8292,-119.6559,1.77
1.8312,126.5014,5.0
16.6291,146.4693,4.7
36.0078333,-117.801,0.7
65.1744,-149.0628,0.9
42.0113333,-112.5765,1.01
51.7107,-175.2146,2.4
41.8774,-119.6249,1.34
61.1669,-147.0963,1.3
38.8081665,-122.82533259999998,0.88
36.1146,-97.3101,3.1
37.3275,-122.1005,1.18
53.1807,-166.6387,1.9
59.6234,-151.8685,1.5
-4.8303,152.9782,4.9
62.5175,-152.1026,3.0
34.6283333,-118.9205,1.08
38.80766679999999,-122.8011703,0.96
36.7856667,-121.4875,0.73
36.9123333,-121.2646667,1.08
36.79,-121.4855,0.5
36.6803,-97.7054,2.7
2.0794,126.7522,4.2
38.8395004,-122.82700349999999,0.19
38.8411674,-122.8263321,0.45
38.8143349,-122.79966740000002,0.68
38.81183239999999,-122.8010025,0.4
38.8135,-122.80016670000002,2.14
1.9657,126.7021,4.5
34.075166700000004,-116.428,1.04
56.8834,-155.0835,2.1
35.8136,-97.4185,2.5
1.835,126.545,5.0
35.8153,-97.419,3.3
1.8759,126.5192,5.6
38.7644997,-122.7314987,0.47
1.9022,126.4725,5.1
2.0864,126.5926,4.9
19.2918,-155.7258,1.9
62.6822,-149.5801,1.4
33.1771667,-115.64633329999998,1.18
1.9229,126.5304,6.8
63.0045,-148.2302,0.8
59.9219,-139.6798,1.1
36.6431667,-121.26366670000002,1.14
50.5207,-139.7222,4.3
38.135,-110.32233329999998,1.83
63.1154,-150.47899999999998,1.5
5.6334,61.3297,4.8
18.9137,-65.4876,2.9
38.752334600000005,-122.7146683,1.5
38.8088341,-122.7988358,1.14
60.0959,-141.0501,0.7
60.123000000000005,-141.0978,1.1
38.7794991,-122.7118301,0.79
33.9616667,-118.38883329999999,1.56
64.8538,-147.4237,0.3
59.9781,-152.7459,1.8
19.2615,-155.0545,1.9
8.0206,124.5774,4.5
64.5232,-17.7204,4.6
5.8002,61.3756,5.2
37.6411667,-118.8743362,1.05
48.856,154.0627,5.0
38.7980003,-122.7385025,0.48
62.5919,-150.3805,2.6
56.51,-156.3989,2.0
41.8423,-119.6324,2.37
62.4288,-149.1344,1.4
59.1031,-136.6261,1.6
38.794166600000004,-122.75866699999999,0.47
37.6114998,-118.8320007,0.87
37.4734,-118.8417,0.26
59.2912,-153.2775,1.9
57.4297,-155.5578,1.5
37.6413345,-118.8743362,0.8
56.5115,-156.2124,1.7
38.8408318,-122.83850100000001,0.43
36.587166700000004,-121.18866670000001,0.88
-2.8889,-79.6247,4.9
36.586833299999995,-121.185,2.45
56.4836,-156.447,2.0
18.1355,-65.7003,1.9
37.2826653,-118.3824997,1.67
60.1019,-141.0566,1.1
62.128,-151.4063,1.7
33.177833299999996,-115.65316670000001,1.25
33.232833299999996,-115.63766670000001,1.22
65.0122,-146.9337,0.7
37.22,-98.0533,2.6
56.5367,-156.2121,4.3
60.812,-152.1112,1.2
37.152,-121.5388333,1.21
61.2734,-149.9876,1.0
60.4425,-142.9715,0.6
39.0016667,-123.03216670000002,1.94
37.4743333,-118.84,0.71
62.0959,-149.4073,1.3
44.6866667,-110.0206667,1.1
-29.6768,-176.9543,4.8
64.4228,-157.9919,2.5
37.472499799999994,-118.8443298,1.35
36.7968,-97.7166,2.7
18.0435,-67.3105,2.2
46.8213,-111.605,1.2
65.1921,-148.9378,0.5
60.4371,-141.134,0.6
64.7338,-150.7144,0.6
60.7019,-150.8118,2.0
33.1816667,-115.645,1.41
11.6795,-87.3888,4.5
51.7672,178.5002,2.1
33.733000000000004,-116.84233329999999,0.4
60.4678,-142.9672,0.8
63.5745,-147.3914,0.8
57.9912,-153.7704,2.1
37.6871681,-118.9008331,0.7
60.22,-141.2694,1.1
47.3402,-122.596,0.8
62.5635,-147.1226,0.5
44.667,-109.9853333,2.26
62.7897,-150.4017,1.0
41.8368,-119.6101,2.66
61.6069,-149.7951,1.5
35.8174,-97.42399999999999,2.9
61.6104,-150.43,1.4
59.5918,-152.3758,1.7
33.605,-116.8165,0.51
62.1556,-152.0734,3.1
17.8903,-67.157,1.6
60.4666,-152.2411,1.3
19.436,-155.6118,0.5
63.1114,-149.1538,0.3
61.1473,-146.9619,1.8
47.3985,-113.973,1.0
41.8621,-119.63,0.75
65.6479,-136.5812,3.5
37.5638333,-118.93533329999998,0.34
36.8081667,-121.53366670000001,1.22
35.293,-118.5891667,1.19
33.385999999999996,-116.81216670000002,1.23
63.5323,-147.6279,1.0
44.448666700000004,-110.52600000000001,1.56
41.8492,-119.6321,1.2
63.7471,-149.3071,1.8
65.1309,-149.0469,1.5
38.8081665,-122.7926636,0.99
41.9048,-119.6809,1.06
62.8689,-149.53,1.1
32.9495,-115.54933329999999,1.6
53.711999999999996,-161.0071,3.5
61.3279,-140.0637,1.7
21.8715,143.4646,4.9
36.015666700000004,-117.80016670000002,0.27
62.4255,-148.1399,1.3
33.9315,-117.8985,2.44
34.062,-116.725,1.81
63.2465,-151.4795,0.7
38.825164799999996,-122.79966740000002,1.38
40.2339,-119.6073,0.31
38.7973328,-122.7549973,0.48
37.6335,-118.8876,0.26
37.632,-118.8795013,1.38
38.8231659,-122.7808304,1.39
34.3231667,-116.97816670000002,1.03
59.7386,-153.6172,2.1
38.784999799999994,-122.75016780000001,1.18
-16.5247,-73.7753,4.3
38.7858315,-122.7486649,0.69
38.787166600000006,-122.7464981,0.52
60.5183,-150.6995,1.4
17.8614,-65.5266,1.3
17.8518,-65.525,2.0
63.0316,-150.5509,1.0
37.6138344,-118.92283629999999,0.59
33.8888333,-116.8995,0.75
63.4813,-147.2185,0.8
33.5756667,-117.07216670000001,0.86
35.732833299999996,-118.31883329999998,0.83
61.9469,-151.8496,2.0
60.672,-150.6182,1.5
44.091666700000005,-76.0248333,2.04
-6.2321,-71.8414,4.6
51.6152,-177.6901,1.9
59.8792,-153.1037,1.8
60.4848,-151.1539,1.7
36.733000000000004,-121.62816670000001,0.81
63.2693,-150.4572,1.6
57.093999999999994,-154.4348,1.8
51.4093,-178.1998,2.0
64.4813,-158.4891,2.3
33.998000000000005,-116.98783329999999,0.8
40.1014,-119.6722,0.17
41.8478,-119.6156,1.65
40.1007,-119.6732,0.81
64.9606,-150.3211,0.9
47.7917,-122.8238,0.4
60.4219,-152.3163,1.3
40.4998333,-124.28683329999998,1.96
21.9535,143.52100000000002,4.6
63.2439,-150.7171,1.9
37.6333333,-118.87633329999998,0.67
60.691,-151.9599,1.7
38.8278333,-122.79866670000001,0.15
38.8253326,-122.8003311,1.97
-19.733,-177.4223,4.5
36.7854,-97.8505,3.4
63.1149,-149.1724,0.4
64.4529,-17.8155,4.5
33.2258333,-116.75066670000001,0.84
63.118,-149.1627,0.3
33.6715,-116.77583329999999,0.58
60.244,-141.2369,1.2
63.111000000000004,-149.166,2.5
59.2877,-153.4795,1.8
35.8177,-97.4299,2.9
41.833,-119.6265,2.2
34.0061667,-117.21016670000002,0.75
60.1171,-141.662,1.3
18.2105,-66.0764,1.7
38.8165016,-122.8125,0.97
32.5105,-116.21683329999999,1.51
37.636833200000005,-118.87983700000001,1.07
38.8214989,-122.7955017,1.13
32.8481,-96.9153,2.7
38.8078346,-122.8219986,0.78
38.822834,-122.76599879999999,1.01
33.8585,-116.97183329999999,1.26
39.4033333,-111.17816670000002,1.77
52.2538,-168.0597,2.4
33.481,-116.55233329999999,0.56
33.488833299999996,-116.42833329999999,0.56
58.1675,-137.9146,2.2
33.6708333,-116.75233329999999,0.54
59.9254,-139.6329,1.3
35.8405,-97.4292,3.6
38.819000200000005,-122.78133390000002,0.69
38.823333700000006,-122.7941666,1.74
60.4452,-152.0908,1.2
61.6291,-151.7681,1.4
46.9045,-112.4581,1.1
62.879,-148.7964,0.7
38.100666700000005,-112.73666670000001,0.66
38.819168100000006,-122.8164978,0.56
60.8589,-151.6506,2.2
38.8145,-122.8125,0.11
38.812999700000006,-122.8111649,1.24
38.81366729999999,-122.8130035,1.49
38.1483,-114.9531,1.53
60.4766,-151.9687,1.3
63.1496,-150.3166,1.4
60.2037,-141.8444,1.4
59.4977,-153.3093,2.5
37.6389999,-118.88033290000001,0.68
61.4973,-149.8153,1.3
61.2737,-145.5645,0.9
23.2694,143.1763,4.5
36.3248,-97.5328,2.8
34.413000000000004,-116.46383329999999,1.58
63.0807,-150.8891,1.6
37.6344986,-118.8791656,1.48
47.1833,-121.8275,1.5
60.0259,-139.486,1.5
6.7671,-72.9534,5.3
61.1361,-147.0197,1.5
35.9485,-96.7666,2.8
36.8911667,-121.6075,1.27
33.493333299999996,-116.43633329999999,1.46
33.4938333,-116.4315,0.86
33.4956667,-116.43216670000001,0.69
33.4915,-116.439,2.81
38.7571678,-122.71800230000001,0.96
33.4981667,-116.42966670000001,0.88
63.5858,-150.6944,0.6
36.5091,-115.7909,0.65
1.8724,126.344,4.4
65.1139,-149.0347,0.4
61.1403,-146.9869,1.9
61.1592,-146.931,1.4
53.801,-165.3065,2.5
-39.7067,-15.9668,5.1
37.5284996,-118.8249969,1.14
36.667,141.8782,4.4
44.1018,-123.065,1.6
33.4991667,-116.55233329999999,0.43
62.2335,-145.763,1.1
59.5234,-151.2243,1.1
59.7037,-151.0439,1.1
61.7055,-148.5228,2.3
37.6446648,-118.88800049999999,0.78
61.0759,-146.7966,1.5
36.8133333,-121.54116670000002,1.0
38.8381667,-122.80816670000002,0.3
63.345,-151.9409,0.8
51.6281,-175.2851,2.4
37.631668100000006,-118.87383270000001,1.81
62.0144,-150.5558,1.2
62.3152,-150.0002,1.0
33.638000000000005,-117.2455,1.19
62.1824,-149.6315,0.8
19.6913,-155.4048,1.6
64.7079,-150.7278,0.6
64.7094,-150.6902,0.5
38.796001399999994,-122.7486649,0.37
-7.329,129.2909,4.6
51.49,-178.2842,2.1
37.6291656,-118.8724976,1.27
40.3483315,-124.3586655,1.86
38.7746658,-122.7133331,0.37
63.7085,-149.2687,1.0
38.8084984,-122.82350159999999,1.86
44.6231667,-110.6585,1.86
35.6476667,-118.02333329999999,0.64
65.1641,-149.0332,1.7
35.1485,-118.40366670000002,1.2
38.5139,-118.3731,1.14
19.3333,-155.1917,1.2
60.961000000000006,-147.0074,0.9
2.3286,126.9823,5.1
51.3236,-177.7696,1.9
62.8185,-150.4021,0.9
33.649333299999995,-117.23783329999999,1.23
63.2238,-151.0,1.2
60.41,-152.5423,1.1
41.88,-119.6374,1.49
65.1552,-149.0122,2.5
65.1752,-148.9662,0.6
37.627834299999996,-118.8704987,1.11
28.1288,84.7514,4.4
63.2839,-151.0307,0.7
62.6858,-149.1979,0.2
41.8663,-119.6379,2.05
38.809665700000004,-122.8118362,0.49
30.1815,101.7445,5.6
61.2985,-150.7019,0.9
41.8719,-119.6388,1.85
37.6303329,-118.87583159999998,0.84
1.8699,126.4839,4.7
52.2136,-163.1554,2.9
61.0438,-151.4337,1.9
39.2963,-117.1377,2.01
37.6310005,-118.8736649,1.53
36.8163,-97.7121,2.6
36.8201,-97.7191,3.6
44.6211667,-110.65583329999998,1.78
60.861999999999995,-151.436,1.2
-3.3916,100.7879,4.6
36.6,-97.6844,2.7
-17.7636,-179.8401,4.6
61.5397,-151.4136,1.0
63.4932,-150.1216,1.1
33.0293333,-115.541,1.56
36.8226,-97.7208,2.8
38.8084984,-122.81216429999999,1.58
60.0075,-152.6113,1.2
61.7457,-150.447,1.1
18.0,-67.0889,1.8
63.1506,-150.4071,1.1
37.6313324,-118.8724976,1.07
33.564,-116.70416670000002,0.3
62.0298,-150.3112,1.0
37.62983320000001,-118.87266540000002,1.08
36.8151667,-121.53766670000002,0.61
38.75116729999999,-122.7223358,0.93
38.838001299999995,-122.82700349999999,0.83
33.5103333,-116.46433329999999,0.24
55.0754,-162.6934,2.2
59.99,-152.9205,1.4
61.3776,-150.2761,0.8
38.834999100000005,-122.81016540000002,0.38
33.478333299999996,-116.59100000000001,1.13
36.1293333,-118.056,1.02
40.4073333,-121.47416670000001,0.3
37.6455002,-118.80549620000001,0.75
37.6288333,-118.87416670000002,2.01
37.6298333,-118.87283329999998,0.98
37.6311684,-118.8731689,1.54
35.9586667,-120.51633329999999,0.31
37.6463318,-118.88616940000001,0.68
41.8117,-119.5815,1.83
63.0887,-151.4385,0.7
63.1223,-151.4968,0.7
60.0687,-139.5786,1.0
37.6134,-118.8874,0.04
36.0752,-97.219,2.5
60.086999999999996,-140.8625,1.3
36.0765,-97.2222,2.7
37.6295013,-118.8740005,1.62
37.6311684,-118.87616729999999,0.88
38.842834499999995,-122.8290024,0.88
37.6394997,-118.87583159999998,1.01
-23.6434,179.986,4.4
37.6311684,-118.87533570000001,0.95
63.195,-150.5634,1.1
37.6269989,-118.87266540000002,0.66
37.631666700000004,-118.876,2.12
37.627166700000004,-118.87883329999998,0.66
37.6295013,-118.87483219999999,1.05
41.8253,-119.6183,1.8
37.6318333,-118.87633329999998,0.26
62.2637,-150.1873,0.9
37.6416667,-118.8965,0.18
18.0084,-67.105,1.3
37.6296667,-118.8765,0.59
37.6305,-118.87333329999998,2.35
40.283,-124.35283329999999,2.45
37.6311684,-118.87283329999998,1.52
37.654334999999996,-118.86049650000001,0.66
37.6325,-118.87183329999999,0.24
37.6293333,-118.87083329999999,0.23
64.4436,-17.4469,4.4
37.645168299999995,-118.8769989,0.92
37.6313324,-118.8731689,1.8
66.2835,-149.9238,0.5
37.6308333,-118.87633329999998,0.31
37.6386667,-118.89716670000001,0.19
64.9248,-148.8462,0.2
37.6311667,-118.87333329999998,0.32
37.6306648,-118.873497,1.12
37.6261667,-118.87233329999998,0.23
37.6341667,-118.87483329999999,0.31
37.1501667,-112.98466670000002,0.96
37.6313333,-118.87799999999999,0.25
37.6416667,-118.88916670000002,0.22
37.6355,-118.876,0.23
37.6311684,-118.8740005,1.41
64.7325,-147.8845,0.4
37.628334,-118.8656693,0.61
37.62483220000001,-118.85900120000001,0.56
51.9096,179.5503,3.0
37.6293333,-118.87316670000001,0.32
52.7859,-174.4428,2.7
33.5935,-116.8155,0.51
37.635,-118.87133329999999,0.29
34.9508,-111.7336,3.5
37.535166700000005,-122.10066670000002,1.72
40.1491667,-123.831,1.35
44.6268333,-110.64833329999999,0.74
-11.4004,166.4239,4.9
41.7098333,-126.26183329999999,2.78
38.8283348,-122.85466770000001,0.81
-20.5413,-68.7475,5.1
63.3678,-149.1245,0.8
36.1076667,-117.8926667,0.2
37.6699982,-118.86933140000001,0.9
37.6288333,-118.87566670000001,0.19
37.6428333,-118.87216670000001,0.25
38.821166999999996,-122.76466370000001,0.87
18.1103,-67.9294,3.2
61.9767,-149.8084,1.9
41.8554,-119.6387,2.73
36.787,-121.52333329999999,0.11
38.748664899999994,-122.70166780000001,1.21
60.1483,-141.4036,1.3
37.6300011,-118.8731689,1.67
38.834999100000005,-122.8099976,1.21
62.9618,-149.4514,1.1
61.315,-140.2614,1.2
61.3756,-141.0181,1.0
61.0608,-151.9079,1.6
37.6323333,-118.87183329999999,0.42
37.6508331,-119.02249909999999,0.73
63.1305,-150.8159,1.3
37.3675,-121.74166670000001,2.05
37.6368333,-118.89766670000002,0.22
38.8088341,-122.81166840000002,0.41
37.633166700000004,-118.87466670000002,0.28
38.8178329,-122.82866670000001,0.56
18.6611,-65.2453,2.5
38.8278351,-122.8036652,1.14
37.6296667,-118.874,0.37
33.499,-116.54683329999999,0.66
33.4785,-116.53516670000002,0.28
61.1551,-147.5746,1.3
59.2948,-153.4679,2.8
37.6296667,-118.87366670000002,0.31
36.717833299999995,-121.39200000000001,0.21
35.1611,-87.5788,2.4
37.6303329,-118.87166599999999,1.27
37.6221667,-118.8795,0.1
39.7386667,-122.89399999999999,1.3
64.7805,-148.9819,0.9
60.1989,-141.0224,1.1
37.6303333,-118.87016670000001,0.37
64.7506,-149.8787,0.5
32.8429,-96.8959,2.2
65.1487,-149.0398,0.4
37.6651649,-118.87216950000001,1.1
38.8026657,-122.8138351,1.06
40.4121667,-121.46483329999998,0.13
37.63,-118.87583329999998,0.42
48.5355,-123.4862,0.7
61.3677,-146.4458,0.9
5.7523,61.33,5.0
48.4912,-123.678,0.7
44.6185,-110.64316670000001,1.18
19.172,-155.4542,1.9
61.7034,-147.1427,1.6
38.8213348,-122.7758331,1.7
62.918,-149.2072,0.7
36.7326667,-121.38983329999999,0.62
41.8449,-119.5982,1.78
37.6281667,-118.8715,0.22
63.2405,-150.4777,1.5
44.622833299999996,-110.6695,1.16
38.8411674,-122.83933259999999,0.56
34.7835,-118.92383329999998,1.1
61.4077,-149.9806,1.5
41.8482,-119.6053,1.75
60.407,-147.7534,1.4
41.8988,-119.6266,3.45
38.809665700000004,-122.8111649,0.5
37.626999999999995,-118.86983329999998,0.33
39.2811667,-123.43433329999999,1.58
44.6225,-110.66116670000001,1.84
37.629,-118.86966670000001,0.46
51.6013,-177.6863,2.6
37.6275,-118.87116670000002,0.69
65.199,-148.9379,0.3
37.6273333,-118.86766670000002,0.43
35.2926667,-118.5855,1.26
60.1481,-153.2964,2.5
35.1538,-87.5717,2.1
64.9699,-148.4391,0.3
40.3158333,-124.7035,2.05
52.9842,-168.0388,1.9
41.6841667,-126.20333329999998,2.84
64.2927,-149.8735,0.8
62.1508,-152.10299999999998,2.3
38.8376656,-122.80083470000001,0.43
58.9508,-134.7676,2.8
44.6251667,-110.66266670000002,1.65
37.6858333,-121.725,1.73
37.3845,-118.80133329999998,0.94
44.6246667,-110.66366670000001,1.63
65.1957,-148.4428,0.2
41.8652,-119.6404,1.01
41.9055,-119.6469,2.32
58.1666,-155.3127,0.4
35.5173333,-116.23100000000001,1.95
37.6293333,-118.86683329999998,0.42
35.3155,-118.50766670000002,1.27
37.6281667,-118.8715,0.6
41.8563,-119.6188,1.16
58.8958,-134.8285,2.1
37.6775,-118.88766670000001,0.29
18.8871,-64.9814,3.0
36.964,-121.59916670000001,2.34
38.8168335,-122.7639999,0.48
37.6396667,-118.88799999999999,0.29
44.6191667,-110.64483329999999,1.42
63.5588,-150.7975,0.7
37.6303333,-118.8735,1.56
36.4178333,-116.98933329999998,1.25
37.6276667,-118.87366670000002,0.76
40.2931667,-123.7145,1.72
39.9566667,-120.84233329999999,1.6
64.2205,-148.5795,0.8
60.2067,-141.3418,1.4
36.8085,-121.53183329999999,0.77
44.6288333,-110.66266670000002,1.39
51.9489,-169.4465,2.6
33.5,-116.54966670000002,1.0
59.863,-151.8573,1.4
38.8093338,-122.73699950000001,0.86
37.6273333,-118.87383329999999,1.06
36.8567,-97.8444,3.0
51.5466,-178.1008,2.3
37.630166700000004,-118.87366670000002,0.63
37.6333333,-118.88333329999999,0.54
38.813999200000005,-122.82533259999998,1.12
37.6315,-118.87316670000001,0.33
19.4735,-155.5908,1.2
37.6251667,-118.87316670000001,0.5
44.623000000000005,-110.65933329999999,0.48
37.6293333,-118.8715,0.63
37.6295,-118.8725,0.66
57.8148,-153.3922,1.2
42.0867,-120.2962,0.9
60.1774,-141.3627,1.0
37.6298333,-118.87416670000002,0.26
40.4051667,-121.48083329999999,0.55
62.2897,-151.3913,1.2
38.8218346,-122.78416440000001,0.5
63.5388,-147.3102,0.8
36.7278333,-121.3915,2.11
37.6278333,-118.8735,1.48
37.626999999999995,-118.874,0.4
37.3353,-117.1093,1.13
63.2203,-149.5291,0.4
61.7365,-148.3148,1.0
37.6188333,-118.8633333,0.69
44.6311667,-110.65883329999998,1.47
33.01,-116.479,1.46
37.6305,-118.87616670000001,0.23
37.631666700000004,-118.87183329999999,0.29
65.1362,-149.0552,0.3
35.8167,-97.4363,3.0
37.63,-118.87233329999998,0.49
37.6278333,-118.874,1.22
37.6318333,-118.87066670000002,0.13
37.626,-118.87100000000001,1.91
61.9702,-151.8366,1.1
64.9783,-147.3388,1.5
38.8073349,-122.73833470000001,1.39
18.9095,-64.3551,2.8
62.021,-150.036,1.1
38.792,-122.74716670000001,1.36
36.8165,-121.5358333,0.58
37.6278333,-118.87316670000001,0.66
62.3088,-148.4992,0.8
65.1901,-148.9513,1.1
45.0803,-122.5955,1.2
37.6296667,-118.87366670000002,1.87
18.0482,-67.1352,2.1
38.7741661,-122.7133331,1.18
37.6311667,-118.87333329999998,0.58
38.81266779999999,-122.81283570000001,0.88
37.6295,-118.87233329999998,0.63
60.4786,-151.1874,2.6
38.8405,-122.82966670000002,1.41
63.2138,-151.3424,1.1
37.6668333,-118.8685,0.5
37.6296667,-118.87299999999999,0.85
37.634666700000004,-118.87799999999999,0.48
19.4375,-64.523,3.4
60.2985,-151.2674,1.3
37.934,-122.05866670000002,0.95
37.6396667,-118.88516670000001,0.15
19.1275,-64.458,2.9
-4.7094,153.5193,4.8
37.6296667,-118.87799999999999,0.33
18.8575,-63.9987,3.3
-18.635,65.4137,4.7
37.631,-118.87799999999999,1.07
37.629,-118.87733329999999,0.32
62.2016,-150.0638,1.7
63.1729,-151.4277,0.6
36.671833299999996,-121.43383329999999,0.67
63.2012,-151.3557,0.9
34.2368333,-118.29233329999998,2.02
37.625,-118.87716670000002,0.26
37.6295,-118.87200000000001,0.42
30.2964,67.5398,4.4
35.8184,-97.4395,2.9
47.6643,-113.6298,2.2
37.6311667,-118.87233329999998,1.15
34.249333299999996,-117.10466670000001,1.53
37.6298333,-118.885,0.27
63.5035,-147.664,0.6
37.630166700000004,-118.87283329999998,1.09
33.7048333,-116.786,0.56
36.6761667,-121.43483329999998,0.95
57.6755,-142.8461,2.4
37.624333299999996,-118.8815,0.36
37.6398333,-118.88316670000002,0.35
37.6306667,-118.86866670000002,0.42
61.4799,-149.9155,1.2
37.6695,-118.87016670000001,0.34
38.816001899999996,-122.81033329999998,0.52
37.634666700000004,-118.8715,0.64
37.6306667,-118.8815,0.38
62.9888,-149.1637,0.7
37.6311667,-118.87200000000001,1.55
-5.9775,154.9633,5.6
61.824,-147.842,0.9
37.6246667,-118.87933329999998,0.76
37.6306667,-118.87333329999998,2.03
37.6291667,-118.88,0.39
37.6405,-118.882,0.18
37.6366667,-118.88683329999999,0.26
62.0471,-149.7923,1.4
37.669000000000004,-118.87016670000001,0.33
63.1204,-151.2277,1.1
36.1185,-117.3675,2.6
37.6388333,-118.88333329999999,0.21
37.66,-118.87700000000001,0.35
37.6295,-118.87933329999998,0.2
37.6328333,-118.9078333,0.2
37.6251667,-118.88,0.17
37.630166700000004,-118.87333329999998,1.22
38.8095,-122.79983329999999,0.17
36.6741667,-121.434,0.56
37.633166700000004,-118.8755,0.21
37.628,-118.87766670000002,0.76
36.0193333,-117.7735,0.2
37.626999999999995,-118.87516670000001,0.32
37.6265,-118.876,0.31
38.7855,-122.90316670000001,1.17
-20.1024,-69.2641,4.6
62.1266,-153.0989,1.4
37.6255,-118.881,0.21
18.6937,-68.8059,3.7
37.6298333,-118.88316670000002,0.17
37.6296667,-118.87866670000001,0.35
37.6303333,-118.876,0.31
36.8728,-98.3353,3.7
43.0965,45.8567,4.6
33.844,-117.4985,1.5
37.6218333,-118.89416670000001,0.18
37.6746667,-118.86816670000002,0.34
37.628,-118.87166670000002,0.59
37.6275,-118.86716670000001,0.69
19.2576,-64.3431,3.7
37.6248333,-118.86866670000002,0.65
37.636166700000004,-118.8885,0.25
37.630166700000004,-118.8785,1.05
34.211833299999995,-117.4925,1.39
37.6273333,-118.8735,0.64
37.665,-118.87066670000002,0.34
37.6585,-118.869,0.4
64.5948,-147.0288,1.3
37.665,-118.874,0.68
61.428999999999995,-146.4632,1.5
51.888999999999996,-177.0809,1.8
63.1411,-151.4753,1.0
48.9133,-116.3138,1.7
35.007,-119.1595,1.62
37.6283333,-118.87883329999998,0.24
63.0806,-152.9369,2.4
60.1142,-153.0087,1.8
19.373,-155.283,1.4
36.68,-121.4335,1.0
37.6618333,-118.87183329999999,0.91
37.6305,-118.87133329999999,0.42
37.6288333,-118.8745,0.65
35.7276667,-121.13183329999998,0.98
36.3696,-96.9764,2.5
37.6275,-118.88283329999999,0.16
36.0135,-117.79416670000002,0.05
37.6291667,-118.87316670000001,0.41
37.631,-118.87233329999998,1.09
37.6295,-118.87083329999999,0.37
37.6253333,-118.88016670000002,0.17
63.7387,-149.4811,1.3
37.6306667,-118.87383329999999,0.92
37.6285,-118.87183329999999,0.66
37.6351667,-118.87100000000001,0.51
37.6313333,-118.87283329999998,2.55
64.0372,-147.09799999999998,0.8
37.6311667,-118.87383329999999,0.5
37.630166700000004,-118.87333329999998,0.38
37.6126667,-118.8875,0.33
44.7915,-110.79899999999999,1.37
-0.5481,129.5646,4.4
63.2195,-150.5132,1.6
37.6275,-118.87916670000001,1.06
38.8253326,-122.8294983,0.82
33.703,-116.7575,0.66
35.8201667,-118.12899999999999,1.74
60.132,-141.5382,1.4
62.4344,-150.5727,1.4
44.802833299999996,-110.79966670000002,0.45
53.7308,-166.852,1.7
37.6326667,-118.88233329999998,0.28
37.632,-118.87616670000001,0.35
37.3567,-117.0985,1.27
62.3536,-151.7695,1.6
37.6291667,-118.87799999999999,1.49
45.3347,-121.6638,1.1
37.6276667,-118.87799999999999,1.77
37.6448333,-118.89683329999998,0.31
37.6253333,-118.8755,0.63
2.7797,96.1585,5.3
59.2,-136.2395,1.7
60.6934,-147.3968,1.4
37.6335,-118.88133329999998,0.15
37.633166700000004,-118.87666670000002,0.84
37.6293333,-118.874,0.35
61.6977,-149.8081,1.2
37.6278333,-118.87633329999998,0.3
37.63,-118.87700000000001,0.47
37.629,-118.87416670000002,0.35
37.633,-118.88116670000001,1.03
37.6253333,-118.87883329999998,0.57
37.628666700000004,-118.87299999999999,1.49
37.6251667,-118.8775,0.23
33.8493333,-117.6991667,1.15
37.6273333,-118.8775,0.34
37.6276667,-118.87616670000001,1.31
37.6313333,-118.87116670000002,0.58
