Latitude,Longitude,Magnitude
34.043833299999996,-117.139,1.63
38.8320007,-122.80483249999999,0.87
41.8265,-119.6305,1.9
38.8181648,-122.7425003,1.94
33.417,-117.02466670000001,0.77
41.8431,-119.6176,2.2
33.3168333,-116.3155,0.73
38.81183239999999,-122.82566829999999,0.83
61.2064,-151.8307,1.9
41.9985,-112.59100000000001,1.98
41.8412,-119.619,1.79
61.7162,-148.5102,1.2
32.7661667,-115.40083329999999,1.55
33.889,-116.26116670000002,0.73
63.0068,-148.9626,0.8
41.8437,-119.6168,3.1
37.1068333,-121.81883329999998,2.45
38.8223343,-122.7939987,1.38
41.8358,-119.6352,1.94
38.82249829999999,-122.7935028,1.03
36.2819,-97.4416,2.9
44.8588333,-110.35983329999999,1.77
41.8309,-119.6132,1.17
38.8206673,-122.7421646,0.96
-12.0202,65.6306,5.1
38.8095016,-122.79133610000001,1.13
64.8016,-147.7823,0.6
-38.2336,177.9982,5.2
44.7975,-110.5215,2.08
37.9713333,-118.666,2.62
36.8195,-121.5435,2.35
65.035,-149.0016,0.5
36.8193333,-121.5445,2.23
65.0252,-149.002,1.2
41.8264,-119.6225,0.68
38.81133270000001,-122.8239975,1.7
37.2022,-97.9852,3.2
19.4848,-155.7032,1.2
34.6345,-116.66133329999998,1.13
36.0148333,-117.8885,0.8
65.0033,-148.9871,1.7
65.0024,-148.9922,2.0
37.481333299999996,-118.7845,1.46
37.4785,-118.78433329999999,0.74
38.8445015,-122.7593307,0.57
45.6465,-116.0713,2.7
32.3635,-115.42866670000001,1.87
33.383166700000004,-116.40016670000001,0.74
39.8673325,-122.49533079999999,1.82
37.9794998,-118.66083529999999,1.84
41.8174,-119.6202,1.17
36.411,-97.3053,2.9
5.8261,61.1537,4.8
41.8332,-119.6331,1.54
63.1708,-150.39700000000002,1.5
41.8353,-119.6193,1.63
44.797,-110.52716670000001,1.56
65.0102,-147.5666,0.6
19.3045,-155.7587,1.1
38.8154984,-122.7971649,0.31
37.9735,-118.66866670000002,3.13
41.8453,-119.6321,2.57
65.0681,-147.4463,0.6
46.1963333,-122.20566670000001,0.3
35.8367,-97.4592,3.4
41.8424,-119.6129,2.16
36.7394,-97.5593,2.5
62.7364,-150.2688,1.3
41.8803,-119.6267,1.7
41.8454,-119.6199,1.74
60.4432,-147.355,1.9
41.8646667,-119.64616670000001,2.17
61.8378,-150.033,2.8
41.8293,-119.6248,1.52
33.6471667,-116.73,1.12
41.8798,-119.6357,4.16
41.8352,-119.6482,1.49
41.8373,-119.6201,1.94
61.3756,-147.2167,1.6
33.6728333,-116.7725,0.36
38.8648338,-122.80950159999998,1.13
38.823333700000006,-122.76516720000001,0.5
38.8013344,-122.7808304,0.52
41.8441,-119.6046,1.03
38.8026657,-122.7698364,0.53
60.9772,-149.3882,1.5
18.659000000000002,-64.8995,2.9
64.7952,-149.28,0.9
38.864666,-122.80866999999999,0.99
60.4233,-152.1025,1.8
36.0106667,-117.89033329999998,0.72
38.8081665,-122.79499820000001,0.7
18.9235,-65.958,2.6
18.1124,-66.179,0.3
62.6839,-150.4394,1.3
38.786998700000005,-122.73650359999999,0.28
35.68,140.9843,4.7
38.8078346,-122.7941666,1.15
37.633166700000004,-118.87883329999998,0.24
33.879,-116.53866670000001,0.86
57.9691,-156.0871,2.5
65.9082,-148.1739,1.6
36.3139,-96.8771,2.2
60.0608,-151.4294,1.6
63.0416,-151.0033,1.3
61.7099,-145.0769,1.2
-6.3258,154.8655,4.7
41.8615,-119.6231,1.54
34.272833299999995,-117.01866670000001,0.87
38.8665,-122.8085,1.99
62.7292,-148.9079,1.1
34.0413333,-117.13683329999999,0.76
34.0435,-117.14333329999998,0.98
52.1389,-171.8148,3.3
38.8143349,-122.81916809999998,1.13
37.6345,-118.87883329999998,0.28
18.4906,145.7185,4.9
34.6468333,-118.91366670000001,1.0
33.284833299999995,-116.251,1.09
64.1106,-148.9336,2.2
37.6311684,-118.8785019,1.27
41.8607,-119.6324,2.13
64.99600000000001,-147.3588,1.3
39.3796667,-122.9035,2.14
62.3879,-149.667,1.4
36.753334,-121.5948334,1.54
41.8359,-119.6237,1.4
36.0101667,-117.80816670000002,0.31
32.5742,-109.1319,2.9
46.8513333,-121.75433329999998,0.29
58.2309,-155.1721,1.1
49.448666700000004,-120.5365,2.1
38.8351669,-122.768837,1.41
33.192,-115.5815,1.57
63.3613,-145.4372,0.9
33.184,-115.58233329999999,1.97
19.5507,-155.5948,1.0
36.834999100000005,-121.09500120000001,1.35
19.4283,-155.6022,0.5
38.7794991,-122.72966770000001,1.62
38.8115005,-122.902832,1.33
35.0521667,-118.34666670000001,1.52
62.2575,-150.3064,1.4
62.2377,-149.964,1.2
44.2363333,-110.7965,1.2
35.3053333,-118.585,1.26
33.6915,-116.711,0.76
44.240333299999996,-110.78333329999998,2.01
62.7863,-149.4564,0.9
-38.102,145.442,3.3
60.0761,-152.8516,1.8
38.7794991,-122.7289963,1.0
61.5683,-149.9693,1.5
63.3773,-145.4275,2.0
34.0265,-117.20916670000001,0.98
36.2119,-97.5561,2.6
34.0266667,-117.0165,0.92
0.6427,92.6556,4.6
64.0485,-148.1489,1.5
60.9085,-151.115,1.5
63.2548,-150.5306,1.4
36.0298333,-120.58783329999999,2.19
60.8299,-151.1498,2.6
38.8206673,-122.76450349999999,1.19
36.0741667,-117.86283329999999,0.73
41.8431,-119.6366,1.97
-24.2435,-67.4042,4.4
44.244833299999996,-110.77166670000001,1.51
41.8491,-119.61399999999999,2.81
44.2473333,-110.7765,1.25
19.7227,-109.0011,4.4
44.2498333,-110.77216670000001,1.69
44.2338333,-110.77733329999998,1.87
47.6905,-120.34483329999999,0.81
63.3062,-151.3382,1.3
36.4885,-99.0852,2.9
37.3440018,-121.708168,1.37
41.8299,-119.6133,1.74
36.0398333,-117.53816670000002,0.65
37.6723333,-118.86133329999998,0.31
33.622833299999996,-116.73433329999999,0.39
44.235,-110.76583329999998,1.37
63.3049,-150.3932,1.2
44.2445,-110.772,1.55
57.387,-154.7427,2.6
19.2327,-66.277,3.0
37.521333299999995,-118.95983329999999,0.42
65.1614,-149.0129,0.8
38.8499985,-122.76316829999999,1.05
38.8313332,-122.774498,0.84
36.7564,-97.5771,2.8
61.5408,-150.1791,1.4
61.3958,-150.6539,1.8
35.3142,137.0695,4.6
41.8831,-119.6386,2.41
33.4675,-116.44816670000002,0.97
61.5948,-148.0044,1.7
63.0638,-149.7311,2.1
61.3312,-146.6505,1.5
35.9153333,-118.00833329999999,1.25
61.0026,-151.6309,1.3
36.5021,-99.0279,3.7
18.0053,-65.6256,2.5
46.3066667,-122.1825,0.06
-2.0656,-76.718,5.3
38.8388329,-122.82816310000001,0.91
34.3243333,-116.8513333,1.03
41.833,-119.6251,1.93
-16.1007,179.0263,4.9
14.6312,144.8099,4.8
47.774666700000004,-122.8915,0.81
62.8735,-148.8146,0.5
61.5911,-149.8026,1.7
44.8086667,-110.50766670000002,1.76
38.8081665,-122.8024979,0.55
62.68899999999999,-151.0436,1.7
41.8345,-119.6178,0.91
51.7486,178.4141,4.3
17.9587,-67.2593,1.7
17.961,-67.24600000000001,1.4
18.9615,-66.9275,2.8
65.2108,-149.0156,1.3
38.7628326,-122.74166869999999,0.5
63.2024,-147.7654,1.5
63.1165,-150.9667,1.8
5.7217,126.7305,4.9
-22.5952,-70.3114,5.1
37.5026667,-119.34983329999999,0.9
33.056999999999995,-116.49566670000002,0.81
41.8687,-119.6544,1.03
32.4125,-115.23116670000002,2.1
34.0211667,-116.84566670000001,0.89
-7.4633,105.8602,4.8
37.477,-118.844,0.62
37.0256667,-112.90766670000001,2.06
41.9288,-119.6503,1.06
19.1511,-64.5248,3.3
33.4123333,-116.35283329999999,0.65
39.4669991,-122.6731644,1.95
40.4208333,-121.26883329999998,0.85
65.1845,-148.9897,2.2
32.9148333,-116.28516670000002,1.14
32.9126667,-116.28166670000002,0.88
36.0651665,-120.2665024,1.8
37.4938333,-119.37233329999998,1.25
37.0068,-116.6855,0.93
38.815834,-122.8166656,0.79
36.1233333,-117.86733329999998,0.84
41.8586,-119.6222,1.72
33.7205,-116.7646667,0.38
36.918499,-121.4823303,1.05
34.0463333,-117.23683329999999,0.87
33.509,-116.45983329999999,1.45
62.9936,-149.0326,1.1
37.4815,-118.78666670000001,0.98
33.689,-116.781,0.6
47.7595,-122.48633329999998,0.88
33.4653333,-116.565,0.49
34.0041667,-117.19,1.0
38.8660011,-122.80683140000001,0.7
38.8416672,-122.83116909999998,0.56
58.81399999999999,-152.8752,2.2
36.8632,-118.322,1.62
37.601833299999996,-119.009,0.26
41.8745,-119.6287,3.0
36.8056,-97.7014,2.6
19.3212,-155.3645,1.6
37.4821667,-119.36833329999999,1.53
33.9658333,-117.16,0.95
63.531000000000006,-147.2956,1.3
60.177,-152.5083,1.7
60.4835,-152.3126,1.3
-2.8658,122.4221,4.6
38.8256683,-122.8106689,0.88
-19.9876,-71.0835,4.8
46.8505,-121.75616670000001,0.48
19.2203,-64.8533,3.0
36.5564,-99.0943,2.6
19.3623,-70.73899999999999,3.6
37.3596649,-121.72333529999999,1.11
37.642166700000004,-118.94116670000001,0.16
59.5368,-152.7387,2.3
37.631666700000004,-118.88833329999999,0.2
38.7928352,-122.80216979999999,0.95
33.1851667,-115.97233329999999,1.5
38.8241653,-122.81483459999998,0.46
60.9103,-148.1057,2.3
-2.8995,122.4181,5.7
63.3972,-150.7823,1.7
64.9943,-147.3222,1.3
33.828166700000004,-117.65883329999998,0.91
41.8397,-119.6469,1.03
63.5058,-150.8513,1.9
19.8427,-155.5233,1.7
38.8074989,-122.7710037,0.88
39.7448,-120.1028,0.34
33.186833299999996,-115.585,1.39
60.2514,-141.8198,1.6
47.8873333,-122.59366670000001,1.03
41.8439,-119.6202,1.33
19.3477,-156.1805,1.8
18.6107,-66.43,2.8
23.7428,122.1548,4.5
65.1453,-148.6308,1.0
34.1465,-116.7115,1.67
36.6318,-98.0151,2.9
35.8165,-97.4344,2.7
39.4436667,-111.18683329999999,1.83
64.9955,-147.849,0.6
34.1551667,-118.45616670000001,1.54
53.9886,160.2763,4.6
33.6753333,-117.26299999999999,1.26
40.2479,25.145,4.6
33.8586667,-117.49983329999999,1.81
63.5368,-150.9497,3.4
41.8415,-119.6214,1.92
63.2554,-151.2268,1.5
-5.4337,146.9907,4.7
34.5256667,-118.91566670000002,2.26
34.0056667,-117.6035,1.18
37.4635,-118.83583329999999,0.51
19.175,-155.47299999999998,1.8
38.799835200000004,-122.8130035,0.19
34.107,-117.3195,1.18
51.7033,-171.2959,5.1
36.6179,-97.8666,2.8
51.5412,-171.1637,4.6
36.1767,-97.2641,3.0
35.0445,-117.66733329999998,1.92
41.8793,-119.6338,1.6
19.4035,-155.2803,2.2
36.0153333,-117.80133329999998,0.74
36.806,-121.5255,1.98
32.836,-96.89299999999999,2.8
18.7467,-66.1781,2.1
34.4065,-116.46733329999999,1.37
38.834667200000005,-122.8050003,1.21
39.4478333,-122.67466670000002,2.68
36.175,-97.2591,2.5
46.243,-122.11399999999999,0.5
17.9631,-66.8735,2.6
42.7085,-122.48983329999999,1.13
22.1185,-108.3103,4.3
-7.8342,128.033,4.7
38.819168100000006,-122.7898331,0.68
38.8216667,-122.8448334,1.24
37.2544,-97.6202,3.0
33.4355,-116.6396667,0.13
35.6986,-97.3745,3.6
32.7991667,-115.46083329999999,1.53
40.6936667,-121.46033329999999,0.8
19.4002,-155.6205,0.7
33.2843333,-116.75883329999999,0.66
38.814666700000004,-122.7881699,0.53
19.4237,-155.6085,0.6
41.8503,-119.6241,2.33
18.8689,-64.3125,2.8
44.643,-110.4935,1.88
38.8330002,-122.8093338,0.68
34.035166700000005,-117.2455,0.76
33.5305,-116.72216670000002,0.47
33.466,-116.56783329999999,0.33
-0.1052,97.4376,4.9
38.8185005,-122.76300049999999,0.8
38.8180008,-122.76516720000001,0.87
44.402333299999995,-110.76316670000001,1.31
44.398166700000004,-110.75316670000001,2.1
38.8231659,-122.793663,1.35
38.819999700000004,-122.7926636,0.89
38.820835100000004,-122.7911682,0.52
48.3126667,-122.14766670000002,0.82
38.8226667,-122.79433329999999,2.05
44.4015,-110.7535,1.63
35.6741,-97.37700000000001,2.8
44.4001667,-110.75200000000001,1.79
18.8796,-64.5341,2.3
33.1745,-115.99366670000002,1.03
41.8657,-119.62,1.2
38.8154984,-122.802002,0.86
36.7459984,-120.92150120000001,1.16
37.6223333,-119.337,1.18
38.8214989,-122.76667020000001,0.87
47.838,-121.84299999999999,0.74
39.6406,-120.1597,0.32
44.399666700000004,-110.75716670000001,1.06
22.3423,143.3295,4.7
33.7203333,-116.82316670000002,0.72
63.1445,-150.5192,2.4
39.7558333,-110.76583329999998,1.95
41.8571667,-112.3385,0.67
46.1976667,-122.17416670000001,0.94
38.8300018,-122.78250120000001,0.51
34.2228333,-117.51783329999999,0.87
38.8301659,-122.8206635,0.45
41.8328,-119.6265,1.54
-20.8516,-178.4707,4.5
38.8213348,-122.81233219999999,0.37
48.5065,-123.6,0.36
36.6785011,-121.3040009,1.98
38.760833700000006,-122.74199679999998,0.54
36.6783333,-121.3043365,1.64
36.0185013,-120.58366389999999,1.34
37.470833299999995,-118.79299999999999,0.44
6.0939,123.125,6.6
17.801,-66.8553,2.9
38.82249829999999,-122.76550290000002,1.02
44.7856667,-110.53216670000002,1.76
36.020166700000004,-117.5245,1.15
36.9023323,-122.15200039999999,1.89
5.992000000000001,61.3219,5.8
38.8293343,-122.8675003,1.18
33.9638333,-116.76533329999998,0.71
13.8216,-93.225,4.3
36.680000299999996,-121.31266780000001,1.91
62.4496,-149.6683,2.9
33.999333299999996,-119.083,2.66
36.1303333,-118.0568333,0.95
38.840000200000006,-122.82800290000002,0.71
41.838,-119.6105,2.36
36.1318333,-118.05583329999999,1.42
-20.3129,-70.9397,4.8
63.278,-150.3336,1.6
33.0075,-116.2195,0.94
41.8338,-119.6289,1.91
41.8621,-119.65299999999999,1.75
35.9145,-118.008,0.95
38.841499299999995,-122.8399963,0.85
33.7321667,-116.83666670000001,0.41
38.7973328,-122.75800320000002,0.77
36.0756667,-117.86966670000001,0.8
62.3335,-148.6264,1.0
33.996,-117.00200000000001,0.61
19.3825,-155.2378,2.0
64.6854,-17.8405,5.0
59.7958,-151.4015,1.5
38.8181648,-122.7991638,1.13
34.4428333,-116.6895,1.12
32.8678333,-116.2535,1.18
37.2258333,-119.45733329999999,1.87
38.790000899999995,-122.7351685,0.96
38.8310013,-122.8075027,0.88
38.7591667,-122.72000120000001,1.02
33.5816667,-116.8125,0.83
38.8433342,-122.83032990000001,0.78
64.1114,-148.5835,1.1
34.150833299999995,-117.66283329999999,0.87
62.0473,-150.5602,1.7
62.2974,-149.1399,1.3
